text,label
modi ji aap halt kiya p u ke rajnath ji ko grih pd se hta ke mera aanubhav kahta hai ki u p aagl chunav b,1
sharma madamji mee tera bhai nahi hai arr guu aadmi agar aaisa nahi karegi toh muslim vo,0
pakistan tere baap ke jageer hay kiya murdaro peechay chorro iss mulk ka waisay bhi tere lond,0
congress kon maar ke india ko super power bana diya h aaj ye jo hua wo corrupt k,0
krishna bie aap ( gaali nahi de raha aap wali ) izzat wali aap bol raha hoon haan,0
insan ko bedar hone qayamat door log cheekh k pykarengay k ab dunya ko phir ali k adalat ki zuroorat hai,1
good 😘 rning pita ji ~🙏 dhan dhan satguru tera hi aasra 🙏 bless keep u mind everytim ❤️🙏…,2
hamsab milkar dhundh us teesr ko jo muslim jake hindu bnke aag lagata ya hindu jake muslim bnke aur dono,2
worldnotobaccoday pujniya guru ji ki rehmat se bhut se bade bade citi main tobacco per van lga diya,2
lawyer tutor sagay actual ask refund tuition fee un,1
thoko bhai taali har jagah kamal khila daali,2
n't miss mauka watch world cup chauka start 30th may 2019 sushilfin worldcupfev,1
24k yourdad sala bhan ka land tera gand dam nhi hai k,0
habbet bhot mushkil muslim ka dushman kafir nhi muslim khoud ha,0
develop new bengal let rais voic togeth chant jai hind jai bangla ' . jaihind jaibangla,2
jahan pyaar hota hai wahan itna chalta hai team also need understand world cup w,2
tumh kya lgta hai hums koi mohabbat nhi kar sakta dil ka darwaza humn khud band kar rkha hai jab kholeng,0
iss bda kutta dalaal mc bc aadmi sport media mein koi nai isk jais dallon ko toh tihar jail,0
ji aap ko bahut bahut badhayiyaan aap desk ke intern dushman se bacha,2
blog heavyweight congressman vadra pehl hi badnaam hai gandhi famili ko rokn ke liy vadr,2
today last day gon na watch bhola made laugh made cri gon na miss,0
pura roza kharb kardiya inhoni bus esi ki tension hot hun leap k bad kiya hoga,0
itn bade neta ne prakar se bolna jabki chunav janta ne inh nakar diya inka manshik diwala,1
777,1
mc 5 saal se relat bhi nahi khud modi tarah ke aatankwadi ko follow karta hai,0
burnol thik nahi sahi hai 😂 fund wast ho gaya samzdar janata hai sare k,0
tum bhi kr lo rahul gandi usk chor jija vadra ka gudgan kisn rok,1
slogan hindu jhakka baki bakwaa ' . ani problem,2
connoisseur anyth jo cheez bol hi na paao wo ban ke fayeda kya,1
yeah 'm fan whole help switch us thing usual silent add good luck leav,0
armaan b'day pe tum mujh wish karog nah want wish special day without wish,1
hr insan cheezo ko us trha sy dekhta h jesa wo andar sy hota h negtiv mind alway think negtiv,0
lo g world cup ka pehla match shuru ho gaya kal hai shaheen vs kali andhi ho ha ha ha meri sab se fav team pak hai,1
chor ko jail jaan ka koi dar nahi rehtha hai na raabart ... 😂😂 best luck aan waala jail life,1
aap jo bhi hai bhasha thik karo mahashay haar jeet jeevan ka ek hissa hai dont loos temper cool,2
ki munafiqat dekhein ne jab mulk lootn waloon ke khalaf tweet ki bhi ne itna ghussa ki,1
5oul bilkul aik tou khud ki tention ooper se hostel wale baqi snake ajeeb depressor mart reht 😶😂,0
mai ishwar ki kasam khaya hoon desh ko bech doonga ambani se mil ke evm program ko chhupa ke rakhoonga,1
jeffery127 kshsjsksks love talent sweet uwu,2
sakha dont need read ayyub rana chawal ki handi ke sare dane dekhn ki jarurat nahi padi,1
khurramjr madarchod eshi karan aaj tumr mulk ko hum bhikhari bana diy hai ba,1
lekin mjje banana nai ataa 😢😢,1
jai shri ram 🙏 jai shri ram 🙏 jai shri ram 🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩 theek sachey,2
hamar desh ke pm shree modi sir ji aap mata pita bhagwan ke saman hai aapko lakho lakh bar namskar,2
siyasat kisi k baap dada ki jageer nhi intehai ghatiya zehniyat ka muzahira realli unexpect,0
ab ye bakwa mat failaao bhookh bacch tast dekheng ya bhookh also correct n't like,0
katarina aww everi scene shah make us fall love irresist,2
tharoor ji ko pata nahi ye kangna sare raaz public khol deti hai 🤣🤣🤣🤣 bar nahi bachog 😄😄,2
mena cant even fuck login kutti ke bach,0
godbless bro alway rememb may never forget jarina,1
proud haan ek report ayi thi 2 week phele bss usk baad kch ni,1
naxal atishi ko nakaar diya nationalist ko jitaa diya bahut naa insaafi hai ... 😂 . fake parch batw,1
librandooo ke pass ye pagalpanti hi bachi kyuki kahniya kumar ke saath daal gali nahi ung,0
0002 vik ko koi farak nahi padhega 😈,0
chalo ab yeh jo aarahay hain unko nokriyaan pehlay hi 10 laakh log bekaar ho gay hain bacchon ko kaam ki tal,0
worldnotobaccoday soo nari jari kare surapan soo baar ek chilm hukka bhare vo doob kali dhaar sin person,2
color tum india wale sari yahi sochti ho ki pakistan wale atankistan h par nhi kuch log lagti h thik pakistani bhuta achi h,2
choic kuch bhi samajh nhi aaya tumh english seekh le thodi,1
modi ji bilkul jhuth nahi bolt btwiss list digicam aur radar ka jhuth nahi h 😬,2
gujarat ke bhajpa vidhayak ne pani nahi miln ki shikayat karn par vidhayak ne mahila ko saryam lat juta se mara,0
7 year old ? . yaha 19 ka ho gaya bhi papa bike nahi chalan dete kehet gir jayega,0
130000000 logo ne congress ko vote kiya 220000000 logo ne bjp ko matlab har parliament 200000 l,1
plzzz ek bar sunna jrur hindutv ke liy,1
om sam shanicharay namah 🙏🌸🇮🇳🌹 anant koti naman kart hai 🙏🌸🇮🇳🌹 jay hind vand maataram 🙏🌸🇮🇳🌹 suprabhat mitron 🌸🇮🇳🌹,1
25 taqrat mubarak hu ap sb ko shabe jumma mubarak ❤️ mahe ramazan ka akheri jumma mubarak ❤️ 😭😭😭,1
1 yr ek drone attack kr den inp darpok baki sb khud bhag jaeng,2
kal se england v south africa pakistan ka parso hai windi ke sath,1
project ka pap khatam hua ab sala theori kaun sambhalega die 😭,1
nautanki band karo pragaya ko bhagao parliament se,0
mat sikho hindi fir ki tarah hindi bolna uribaba,0
madam tab wo kisi bhi parti mai tod fod kar sarkar nahi banana chaht lakin aaj bjp sirf,1
nedian sameer aur kiya kya chor toh diya nuclear missil ke dar se sale napak mulk ka na,1
news deserv twitter page bahut bahut sadhuvad pyari bacchi mariyam ko ..🤗🤗 ishwar aapka aur,2
big fan retweet aapka channel jaldi vapa lane ki kushish karuga,1
itni nafrat kyu hai inko bjp / rss se fakenew faila kar badnam krnewal khud ko democraci ka soldier mant hai ha,2
ye patwarei hajan hai ye pakistan say apnai ap ko alag lazme karay ga qk ka lefafay band ho ga,0
cute ni chachi 😩 soon mom ❤️,2
ankahi n't worryhindu remov vanishedadharma ki aaj tak jeet nahi hui hai ! 🙏 log,0
good morn 😀 n't let pidd thing get show life like god gave us author,2
tu pahl burnol laga le,1
chutiy ssc gcl2017 vale bichar etani mehant kark exm diya par tune koe twitt nhi kiya ab kyo bo,0
ismail suar khane ke side effect,1
nitingadkari gadkariji bhadai ho main pehel modijiko chtti likha tha lekin jawab nahi aaya mera idea hai ki,0
agar thodhisi bhi sharam aapm hoti ab tak aap ye fake video delet kar dete lekin godi media ka kuc,0
jaisi k aap logo ko pata h ramzan ka aakhri ashrah h ba barkat raatein hein duaaon yaad rakhein allah aap sab ki,1
aaj fir mard pm narendra modi lege shapath desh ko de ge fir safal netritv badhai good luck kafawardsfir dega awa,1
twt jola hahahhaha well goodluck sa atung friendship inig duwa ani,2
veri happi see bhau take charg mos mod goa proud bhau,2
rhmed congress parti ne issliy aap ke samuday ko pichada hua rakhha itn saalo,1
@ 148023 bhout khub sir song year main apk home town malerkotla se,2
rane chalo aapki kushi ke liy aapko hamari tref se der sari subhkamnay badhai 🤗🤗🤗🤗🙏🙏🙏🙏🇮🇳🇮🇳🇮🇳🇮🇳💐💐💐💐🌹🌹🌹🌹,2
aab kan bane bali ka bakra aur aag bhi banta rahe baap ko chor bulvay purwajo ko bejaat karay,0
's ok sir aag se kise bhi ladi ko ais comment na kare wo bhi kise ki maa bahen beti hai,2
hindu muslim naam pe card khelnewali aap es desh ke sad ho 2cr rohingya ke vote se cm chalan,0
110901. gwapaaa bet nako imo lawa hue confid pd kaayo kaaaa god bless alway ☺️,2
ghr ke bat thi ghr baith kr kr lete itna drama krne ke kya jrurat thi 😏😣,1
good found know yes unimport ! ! ! ),0
thank chanda hi stuart wonder see seek talent make filmm,2
thank pm shri ji presid shri ji give opportun serv count,1
best new govt hope bharat burshdin dugni rat chougni tarki kre,2
best luck next koi issu ni k kaali andhi sy hari next barish ki trha barsi gy hmm sarfarazahm,2
ji 302 ishwar hum sab par kripa rahe saath saath bhai theek hai sun kar acch,2
sunil sir apki movi aan wali h ek jawab dijiy pls kapil sharma show aap aog aap ke,2
janta pareshan h sir agr ism action nahi kiya gya janta aandolan krengi railway aur park ke naam se,0
happi birthday babu bhaiyya aka ji auspici occas main bhi machch massi tel mein fri kark खा गया !,2
riyaz actual aap ek sahi way convers nahi kar paati pehl hindu muslim pe boli,0
yesssss know shind still errrr hmmm jeevit hain bad bad,1
gae stan account gae dont talk,0
arr aap ko pta nhi congress bjp ko bjp ke trike se harayegi jais bjp 2 seat se aaj bahumat le kr aa,1
u r right kukurmutto ki tarah khali bari mat nikla karo,0
bhakton ko lagta hain ki main unki side li hain .🤔 aur uss bhi khatarnak baat ki yeh sab se disagre bhi nahi kar,2
teri maa ki chut u stupid tumhari pad ne ki aukat nhi aur hungn k liy phle khd,0
ahmad884 1971 😂🤣🤣 lulli hoti nahi khadi baten karalo badi badi,1
haram khila kar hamey khud jail chaley jatey ho kitney mahaan ho tum baba hamarey itna zaleel ho,0
shame white peopl ca n't even hide anger turn red laal tamatar 😂😂😂,1
sarkar ko koi kos nhi rha hai ye fe,0
gaddar loag bhi ajib hote hain khate hain ghar ki aur help kart hain padoshi ki ye abdulla mehbuba consress ki paidaish hai,0
aaj ye khabar pad kar insaaf se bharosa uth gaya studi ka koi matlab nahi reh gaya paper leak hua apni galti,1
insan1 happi birthday sister ji msg papa bless u alway 🤗🤗🤗🎂🎂🎂🎁🎁🎁🎊🎊🎊🎉🎉🎉🎉 dhan dhan satguru tera hi aa,2
girl great look mashallah nazar na lagey,2
itna tay ho gaya ki kitna bhi padhkar desh ka nojawan bhale hi pakor bech lega lekin kisi ke feke huy ₹720…,2
insan ka vyaktiva uski soch ke madhyam se pata chalta hai rest u understand najar aur najariya,1
accha hua haar gay saal desh padh likh logo ki koi zaroorat nahi hai aap padh likh ho ye za,0
🌹 good morn almighti papa ji 🌹 💕 plz bless & famili sewa sumiran parmarth ka bal 💪…,2
jo k humari industri ka naam kharab kr rhi aur maa baap ab darti hain feild main bahjni sy,0
ye nahi sudhrega jhooth banan ki factori public ko kitna moorkh samajhta h jab public ke ac,0
boy eid day like tera dehan kidher hai tera hero idhr hai 😛😛😂😂😂😂,2
scindia apki har bhi jeet chupi hai hm sb maharaj ke sath hein aur,2
shukr manao sirf pite hai khatm nahi kiy mandir ke pas,0
big surpris come guy bollywoodcrazi channel tonight ... ? kya surpris ho sakta hai aap guess,1
itna sadma laga h bechar ko sahara dene wala bhi koi nahi hai amrind singh se l,0
ye congress k time bhi hua thalik surgic strike bus kisiko bataya nahi tha,1
sir g modi lehar nahi hai ye toh chu,0
pmi wish u happi 🎂 birthday many2 happi return 🎂 day msg bless 4sewa 🎂 simran parmarth nd gud,2
pakistan ke wajood ko khatra pakistan ke dushman pakistan ke andar hain bhai sa,1
bharti dil karta hai aap ko goa main invit kreu realli deserv bhaiw 2019 elect 👍👍🌹🌹🌹,2
bluff abe chall hurrrr ye apni 2 kaudi ki advic na apn tl tak rakha kar dekha hai main,0
intna bharosa nhi hai desh ki janta par khud hi ja ke ye kam kar lo sabs pahl aap ko santushti ho j,0
rizvi nai matlab bachpan sy jo ek imagin thea na ky esi ho gi cinderella disappoint e hui hun dekhni,1
thank friend ❤️ realli look forward resid 🏴󠁧󠁢󠁳󠁣󠁴󠁿 thank make feel welcom eid mubarak 😊,2
haraam zaada murdaar ho gaya lekin ayen ki grift mein nhe aya peti band bherriy isey baccatey rahey aur dubai ka,0
said elect time apolog peopl india congrat modiji huge victori w,2
pata nai kon pagal log inbox karti wo b asi logo ko 😒 ye post karn ki bajy tum apna inbox hide kr dyti wo zaida changa c 😏,0
reveng abeyyy hnnn saal khud se ki h lakin follow pe dhyaan nhi diya round 1600 bola 😪😪,1
's superb news 👏 brilliant 👏👏👏👏 appreci 👏👏👏👏👏👏👏👏 khuda kri amal bhi ho 😊☺☺👏👏👏👏,2
gandhi jaisa swarthi tharki dhokebaaz aadmi bapu aur mahatma kehlan ke layak nhi musalmano ka hima,0
good move ab aap apni hi laal karo jab unemploy ka nasha utrega pet ki bhook badegi,1
smash hard itn wade wade bundri hai ball pahonch nahi raha ya shay ramzan ke wajah se player hard nahi mar sakht pakvwi,1
aai hasai rulai aur chali gayi 😑 wtf yrr abi abi khush hua tha 2 din se dekhi ni gyi meri khusi .. ? khud ki glt,0
head congress know good india 's educ industri,2
sanskaari owesi jais logo ke audio video se hi radic ho raha hindu agar aaj ye halat,0
ok sath sath rah kar kheln jada chanc hota chiken dinner hone ka isk alawa gun ka c,1
v chutiya hai ky fact clear kr aur itni aag hai english ki citizen ship chood भारत ki,0
mr khan sb aaj desh ka itiha badla ja rha hai ab yahan gods ki najayaz aulad itni jyada ho gyi,0
still sometim believ job thank josh safran come sooon 💃🏻,2
[ shame sardar manmohan singh pose least ask drop mental prostat ca,0
baal jay par vachan na jay iss baal ki kimat tum kya jano namdaar babu say congressi lie congressi,1
bahut hi dukh ho raha hai ye kya ho gaya hai kya kanoon ka dar bilku,1
love u man love pic hamar dharam paji ek chhote bachch ki tarah muskura rhe hain ❤❤😘😘😘😘😘😘 love u deo,2
ai mallam ba'azoga zaka karanta sallahn ba wallahi wasun idan suna maka alwala ko sujuda ko ruku'i la hawala,2
jab v debet pe hi fix ka aarop lagn lage aur anchor hi parti vishesh k parvakta ban jaay tv debet vi,0
kuch karo toh bjp walo ko taklif nahi karo toh bjp walo ko taklif sirf bjp chutiya banaya kuch kaam toh kiya,0
state mind best describ fasi zaka ref haa,2
wow shukar kar rehem kha ky chor dia warna kulbhushan part 2 bana deti isko gayhind,1
bharat mata ki jai jai shri ram mandir wahi banaeng modi hai mumkin hai abki bar firs modi sar,1
monti nice bro fantast mumbai 20 day haan bhai tu v khayal rakhna apna sab thee,2
ponkhi hey bhai 🙋 awar u guy sponsor trip & cant thank enough bles,2
ka product fake hota duplic hota hai sandisk ke naam pe local market wala pro,0
inc dr ashok tanwar ji jindabad rahul ghandi jindabad,1
sarita sk na matlab ye baat saabit hota ki masooma,1
hadd hoti hai ... ! ! wrong make account live,0
hr tournament se pahl ye geo superian apni yawanay ajatu,1
exact angri love team varna gussa kyun nikalta zahir si baat hai,2
gulwish nahi wo news ko defend kern ki koshesh ker rhe hain,1
blockhead londa apn baap se nhi darta itna jitna yeh ldkiya apn male besti se darti hai nahi vo dekh lega uss bura lagega,1
fizakhan pakistani girl photo without pakistan ka karz ada karo pakistani girl heera mandi mein bata,1
pranam sir ji shukhiyo ke owshar desh araha hai pm modi sir ji ka mantri mandal ban kar madan arah hai jay,2
pakpass maae dua kar ta pakistan khati ta jan chutti 92 j world cup,1
yhi h bjp ka asli chera jo pichh kert h,1
lakin itn bhi nhi kamzor k kisi bhagor ki misaalien hmien di jaien tm ek ex-muslim ki baat krte ho duniya,1
aslam alikum jumma mubarak statusramzan ka last jumma alvida ramzan ka,2
ye bhi bta dia k hum sy ume rakho gy khud pachtao gy cwc19 cwc19 warm pakvafg,0
happi bdday may god bless 😃 enjoy day,2
lol fals narrat andhon ko kya unko cctv footag bhi naa dikh bass hindu muslim chutiyapa sune,0
ja ab alreadi late pata hai tum farjio ki dalla giri ki dukan band hone vali hai isl,0
abe jameen mey rengn wale kide yeh account fake hai boln ke baad bhi apni gandi gandi badbu kyo c,0
main sarkarko ab akhari bar bata raja hun ki inhon agar shreychoropar karvai nahi ki main unko anewalen chun,1
0900 786 01 nice guy kbhi kuch bura ni mnati hmesha khush rhti dusron ko b khush rkhti stay bless 🌸,2
want back ji 🙏🙏🙏🙏🙏😘 hamar hindustan hume chahi jai hind 💪🏻,1
yeah jo aap hamara roza kharaab karay hain na yeh uss ka notic hay lol allah aap ko aur aap ki famili,1
ho gyi koi garib mehnat se kma kar bhi ni kha sakta rpf walo ko kus fokat nhi diya hoga tabhi girftar kiya,0
saam daam dand bhed ethic part bjp ideolog,0
word explain love respect dear keep go blast enjoy day may get whatev,2
shahadat har sipahi har adhikaari har wardidhari ki baraabar hain aur har shahadat ko mera naman hai aur ink par,1
agl 5 saal toh kahin bhi show karn layak nahi bachog 🤣🤣🤣 tabhi iski jalti hain modi se,0
zayain2 phir arjiya ko ehsaa hojaega ke woh aik dosr ke bagair nahi reh sakt season 2 ka kiya faida j,1
kaun kahta hai modi ji ne sawarno ko samman nahi diya jo suvidhay cong yug sirf kuchh varg aur jat,2
kumar vishwa ji aap ke pass agar khabar pahl aa gayi toh ak ach nagarik hone ke aat,2
chavhan nucm hey anshul total agre woman deepsealio see post,1
12 idu n't sm ppl understand show yehundinonkibaathai dey r watch wriiten naina ( shashi mam ) ag,1
isi sidra tum ko sharam nahi aati holnak waqiy pe b riyasat kar rahi ho imran charsi k ba,0
mpapjoin ab nahi chaleg,1
congratul sir desh ki janta ki 5sal ke lye asha ki kiran jagi h aps apko tah dil,2
sir looser lost mind abl digest victori modiji li,0
kajal tum logo ke insanyat mar cuki h jo jesha karega vasha bharga hindu ho ya musalman lak,0
mama ji aap ko ke rahe hai koi bhi tmc ke karyakarta ko bjp mai nahi le nahi kyoki logo ne tmc ke un,1
sharam kar sidhu chhaka marliya modiji ko desh ke par fekn ke liy chaki piso baith kar sidhu,0
dekho guthka aunti ko ye kabhi nhi batayegi ki ek baar amit shah file banak bohot farjiwada k,0
bachpan ly k ajtak team ka yehe randi rona dekhti aa rhi hyn k ye hamesha possess khelni lag j,0
wish gay ye ladki khud ko pata nahi kyun queen seven kingdom samajh kar baithi rehti,1
et kuch baat samajh mein nahi aati kya hua kuch akal kaam nahi kar rahi - simpli stun -- - senior samajwadi par,2
thank support thank thank ! ! ! strongwitheliza samanthajayz angelmartin00 galiya,2
ji bilkul nahi aap log purush kahan hai 😜😜😜 aap ki barabri karni bhi nahi hai,0
sharma4 tu nomber one cu ham tumar jitana nich nahi gir sakat dogali kahi ki,0
sabka saath ho gayavika ho gaya appeas ho gaya ab vishwa ho,2
respect karay mujhi hate tub hoti jub wo khud ko hujoom main phansa lyti bus wahin sy nafrat start aur main chohr,1
congrax kareem bhai ..💞🍫🎊 rocki meri celebr qween dramra tinni k se kareem sir app dono ko ji,1
arro one fortnit still host 100k tournament sunday even new wc stupid,2
nai naw aes goal ni honi chahi wrna bnda sari umar inhi chezun ko pani lga rehta enjoy ni kr pata 😶🙄,2
khiladi adarsh wrong bharat go biggest h,2
mani mani congratul prime minist sabka sath sabka vikash sabka visvash jay hind 🇮🇳,2
god bless pancholi ! ! ! ! 🙏,1
good night take care myhh bewafaa sardaar jiii 💖💖 zinnn waaley amaz dream 🙈😌💖💖💖,2
gau rock heart love 🥰🥰🥰🥰,2
waitttttt still n't understand wtf offens joke,1
hooo see thank lot 🙏,2
jane de yar one bhakt friend serious propos new law punish journalist report incid,0
jaisi tumhar captain ki sakal hai waisa hi perform diya hai aaj pakistan ne 👏👏,1
band karo bhai band karo motu patlu dikhana band karo 😡😡😡😡 dikhana hai anim dikhao ya fir chil,0
na kr yaar ny poocha itna react karn ki kya zaroorat ha,1
bhai aap ai tarah rok rok kay nahi khel saktey aap jiesey khelt hoo wiesey hee khelo team aur,2
swami ji karmo ka fal jaroor milta hai chinta na kare apn acch karm kiy apna dha,2
hahaha glad know ex kabhi bataya nahi bc tune,1
basic live us n suck bjp punjabi malayali n tamil coz n't vote fascist g,0
first space movi hai bc aur ye bc ek poster nahi de rhe launch se lekar mar ke ch,0
pata nahi kis zamanay lee rifl hein en k paa lekin unarm muslim k liy yeh vintag rifl bhee buhat hein,2
love twitter girlfriend wth 😭❤️ shehnazmalik tamanna,2
anti - nation ca n't say pseudo nationalist dalali khane ki aadat aur ab dalali nahi milrahi hai,2
repli miln ke baad love anup bolnaa 😗,2
ku jal jal ke apni sehet kharab kar rahe ho haram khana chhorh aakhirat ka socho munafiqat ch,1
mp teri maa ki chut rajeev tu modi ke gaand se nikla hua wo paad hai,0
madm ye bahut mahan gyani hain ink ek post ye likha tha ki jo mard namaj nhi,0
mishra modi hai mumkin hai jo usa kbhi visa nahi deta tha uss bhi galti ka ehsaa hua karmyogi,1
ldayi achi ki aapn best luck next tym,2
randi afghan ki rakhel zaban sambhal k pakistan aur fauj k khilaf ek alfaz na bolna randi,0
wat fail understand peopl stay outsid countri even attempt,1
manifesto lo unadi chestunadu 👍 inka problem anti,1
humbl faith shown upon hon pm shri ji give opportun serv council mini,2
dwivedi arr baawl teri hi aankhein band thi lagta hai 2 saal se twiitter check kar le b,1
ha ha ha right place apna toh pata nahi aapki toh wapa laan ki koshish start,2
team hare koi nhe lakin amen time team ko support krna chay gussa ata lakin pr bi pakistan amara fakhar h,2
khan takey wo apni baqi zindagi apn gunahon ki saza pakr jail main guzaren ameen,2
oye ullu ke path kabb tak aur kitna jhooth failayga sharm bol ke koi cheej hai ki nahi scene fo,1
arvind kejriw tu saal anna hazar ka saga nahi hua tu kyaa kisi ka saga hoga harrami ki aul,0
evm ka rona band karo iss kuchh nhi hone wala h aaj ki janta samjhdar ho chuki h agar janta prgya,1
love wee mammi much 🥰 would lost without,2
lalitha79 beauti dictionari mem 😘❤ yeyyy see everi week look 💃 ootd dancedeewane2 day 2🎬 colorstv,1
harami kutt kab sudhrega tu sale kuch sharam kar dall pure desh ki barbadi hone ke baad sukun,0
dear pm sir hamar lokpriya pm sir ko bahut bahut badhai sandar tarik se elect jitn per mubarak ho regard,2
dekho modi ka jalwa enk pravkta bolt modi ka sufda saaf hoga ab pravktao ka bhi sufda saff ho gaya,2
today 's episod mind blow 👌 amaalmallik sir 🙏💖 aur meri nazar aap per se hat hi nahi rahi thi jacket suit,2
congrat mam hope india achiev new height uor gudianc kind chang descript,1
sharma4 tu pappu chor ki saddi hui tatti ki shapaath le ke boll vishwa kareng per iss,0
modi ji keht h 132 crore deshwas ke samarthan se vo p bane h magar ek sikh hone ke nate kehta hoo punjab,1
quran parh ke aisa lagta hae 'm life wrong allah meri taubah,1
chuno ke doran tune jo toti chori ki hai 5 saal ka kharch anikaln ke liy unh bech nahi paayega ..…,0
patrag sab pahel tere gahr kanon lago kr kiyo ke teri faim pr tera kabo nahi,1
baniya opportunist babu abh aapki tippadi ki desh aur samaj ko bilkul bhi nahi chahiy fazool main,0
maker oho ktna pyara lag rha 🙈😎😍 nazr nae marna oye ab 😂🤣,0
bridg may ask happen wit logo ko hnsanay wali aaj khud uda hai kyu jnab,0
nation speech alway best sir ❤ thankyou much motiv us 😇 aimim jinda baad 👌,2
mam aap jase best anchor jahan rahog chanal number # 1 hoga hi congrat 👏 👏 💐,2
govt ko paisay ki zroorat ha new b sath sath lganay chya ta k har 5sal k bad govt tr,1
ek tou bc usko match nahi khelaya jab ke usk record vs west indi itna acha hai uper se usko 12 mein bhi nahi rak,0
welcom new india new pm mannia yasaswi friend wa hamar sabs lokpria bhayi sahab aap ko wa poor deshwasiyon ko j,2
love much seerat kapoor look beauti sexi big fan,2
hatr like carri heart 4 modi bad person bec,0
khaber de rahe ho ya opinion band karo ye drama jitn propaganda journalist bhare studio unko nikalo bahar,1
jais u p chor dhaku apn aap ko khud jail bharo aandolan chala rhe like fear encount 😂😂😂😂😁,1
meethi chatni cours last week friend said avoid dirti friend anymo,2
haha baji one 🤪🤪,1
congratul 💥 shadaa trailer trend 😍 tu c chaa gye fir 😍 dil khush krta hmesh,1
hindu faltu nautanki masood azhar gang commi media peddl nonsens,2
best wish world cup eid mubarak team india muzaffar hasan nation general secretari ljp su,2
[ special vote ] 6/1 ( sat ) 730 pm ( utc ) ❗ start bts world tour wembley stadium ~🎉 armi think first,1
'm happi henderson well dai lift trophi shit got everyon throughout career,2
anoth gem stone career best offl sir thank sir sr sir ngk ngkfire 💥💥 blockb,2
ok u r hype pic dms rn realli u muah 🥺🥺💘💘💘💘,2
madem thora saber ker sub chor jain ge tere baap ki tarh teri b bari aa jani,0
khabar nepal sala deshdrohi,1
bahi l pakistan love channel tell help,2
thnk views0 allah jald 100k karway apk gud luck,2
ha 8 9 perfect rehta hai,2
ab yeh kab samadhi lega ! ! ! 51 kilo mirchi barbad karn wala diggi raja ka fake baba,1
vikash hariom pandit desh ke pradhan mantri shree narendra bhai modi ji se ye aagrah karna chaahta hu ki musa,1
time time ki baat hai aaj agar ind congress hota dal roti band ho jaati tv debat hi ek sahara,1
good luck biswa hope goe well,2
dear hmmm aap mera mobil recharg karva best friend 😍😍😍,1
noelle97 person remind 🙌 adjust postur pleas cheer u,2
lanatullahi alal kazibeen johooton par allah ki lanat chor ka gawah thaq coincid,0
sir congratul marvel victori seem one ever bother sev,0
ji hope repli sir congratul big win appka ik support,2
insha'allah imran saab mai indain hu 🇮🇳 mai ap ko tahe dil se khushamdid kehta hu allah ap ko har waq,2
hoooo boy usofa special,1
wiladat sibt e payambar imam hussain mubarak ! 💝💝💝 stand front zari-e-imam hussain 😍 day,2
ambedkarjin secular shabdh constitutionmein nahi dala tha reserv ko sirfh constitut bu,1
without himanta biswa sarma bjp coud n't push citizenship amend bill bjp push,1
thinker dekho bhai chamcha bol lo kuch bhi bol lo end bjp wale hi kaam kareng congress wale sirf corrupt kareng,0
aaj bej bhi dunga bhai thank bro,2
wo tere duabai ke kharch wo teri makeup ke kharch 😏 wo tere mehang design ke jhore aur kiya,1
sab jhoot hai employe ka khoon chost ho tum log din main 15 hr kaam krate ho gareeb lako ki majburi ka fayda uthat ho,0
omg one best food life 👌🏼 forgot name someth like zeresh saffron yoghurt lam,1
uttar joota maar joota desh ke gaddar isi ke kutt maderchod ambani ki tatti chatn wale harami evm de peda hue gad,0
media bhed chaal se due rehena achha decis hai media damag democraci along sangh parivaar,2
kutt ki punch hamesha tedi hi rahegi leav pakistani n't deserv respect,0
rajdeep modi ji ki jeet pe tum excus le aat hoais india today 1 usp bhi e,1
happi birthday ❤️ may allah shower bless 🌈,2
sant rampal ke andhbhakt sleeper cell ki tarah hai aiss pakhandi andhbhakktonn ka illaj kariy jo pakhand,0
9pm k slot pe nk ki trp 1.8 sad 😂😂😂😂🙊 us k stg wali show ki 3.4 ati thi bhool gay bacho 😂😂😂😂😂😂,1
adarniya ravi bhai sahab aap ko bjp ki jeet par bahut bahut subhkamnay ab vesno devi mai ke darsan,1
pretti care free lovin life friend ami tru homi want fun,2
aub aap batyeng ki jai shri ram kehna kya hota hai tumlogo ki dukan jis din bund hogi usdin bharat,0
nawaz shareef chor ko hum aik din nahi bhoolay jab tak paisay nahi wapa kerta yaad rahayga ba,0
u shud call crimin ur show saal ne maasoom logon pe apni gaadi chadha di thi qaatil,0
aagl pach ( five ) saalo ( year ) koi agar naukri mang uss ulta latka ke maro bolo saal yeha,0
ye yuva jo rozgar nahi hai rozgar nahi hai aisa chillat hai usko rozgar ki paribhasha pata nahi rozgar matlab koi,1
pakistan ka ghra tauq pakistan israel ko tasleem nahein kerta isko palestin kehta - occupi palestin,0
2019 ke lok sabha elect ek bahut achhi baat hui ki pah baar log jaat paat se upar uthkar desh ki tarakki au,2
log biwi ke liya maa ko bula dete hai usk jazbaat ko suli par chadha dete hai bhudh maa baap ke jo kaam nahi aog,0
din iftaar k intezaar may guzar jata hay raat unki intezaar may 💔💔 life nutshel,0
first time make halwa sawanak guy proud bibi jan,2
best dear amit jee never forget take care modi jee 's health may god alway pranam,2
khaangressi bhajpaaiyon ko gaali de rahe hain bhaajpaai khaangressiyon ko gaali de rahe hain merey jais kame,0
crb bahut badhiya,2
